Waktu Tweet,Username,Tweet,Sentimen
2022-06-21 06:20:55,kodam jaya/jayakarta,kodim 0507 bekasi bekerjasama dengan polkes bekasi kesdam jaya melaksanakan suntik vaksin hepatitis dosis pertama ksa yon armed 105 jln raya narogong kel cikiwul kec bantargebang kota bekasi tniadmengabdidanmembangunbersamarakyat ,Neutral
2022-06-21 05:36:05,hay kulon progo!,virus covid belum reda kini muncul hepatitis akut jaga kesehatan diri keluarga dan lingkungan informasi ini dipersembahkan oleh balai laboratorium kesehatan dan kesehatan kalibrasi dinas kesehatan diy ,Positive
2022-06-21 05:32:58,joappa,vaksinasi covid tak terkait dengan hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 05:15:00,tirtoid,kemenkes melaporkan kasus dugaan hepatitis akut berat yang belum diketahui penyebabnya atau misterius per senin juni 2022 ,Positive
2022-06-21 05:01:37,kangjapri88, dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya dirgahayu hut61 jokowi ,Positive
2022-06-21 04:56:21,보홍민, gejala hepatitis misterius,Neutral
2022-06-21 04:31:55,pramita lab.id,hepatitis adalah kondisi peradangan pada hati atau liver salah satu jenis hepatitis yang marak ditemukan beberapa pekan ini adalah hepatitis akut ,Positive
2022-06-21 04:04:10,sonaya, dirgahayu hut61 jokowi menyikapi isu hepatitis akut misterius ,Positive
2022-06-21 04:00:15,sonaya, dirgahayu hut61 jokowi dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ,Positive
2022-06-21 04:00:11,asgas, hoax vaksin covid tidak terkait dengan hepatitis akut untuk anak dirgahayu hut61 jokowi,Positive
2022-06-21 04:00:09,susi susanti, tidak kaitan antara hepatitis akut dengan covid karena disebabkan hal berbeda dirgahayu hut61 jokowi,Positive
2022-06-21 03:57:33,sherlyna,dokter hepatitis akut tak terkait vaksin covid dirgahayu hut61 jokowi ,Positive
2022-06-21 03:57:32,nayr 🇮🇩,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya dirgahayu hut61 jokowi ,Positive
2022-06-21 03:52:26,🅿️🅾️3️⃣ 🇮🇩🇮🇩,menyikapi isu hepatitis akut misterius dirgahayu hut61 jokowi ,Positive
2022-06-21 03:52:25,🅿️🅾️3️⃣ 🇮🇩🇮🇩,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah dirgahayu hut61 jokowi ,Neutral
2022-06-21 03:52:13,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 03:47:48,renonegoro, hepatitis akut tidak terkait dengan vaksin covid dirgahayu hut61 jokowi,Positive
2022-06-21 03:29:22,bergetar sakti,dirgahayu hut61 jokowi dokter ungkap perburukan mempersiapkan indonesia maju gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ,Positive
2022-06-21 03:28:11,arif bijaksana,rscm yakin hepatitis misterius pada anak tak terkait covid dirgahayu hut61 jokowi ,Neutral
2022-06-21 03:23:49,juniar selalu, hepatitis misterius pada anak tidak ada kaitanya dengan vaksin covid dirgahayu hut61 jokowi,Neutral
2022-06-21 03:23:29,lale handayani, vaksin bagi anak aman dirgahayu hut61 jokowi ,Positive
2022-06-21 03:21:19,aini nurani,waspada hoax vaksinasi covid tak terkait dengan hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 02:44:14,putput, cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah dirgahayu hut61 jokowi ,Neutral
2022-06-21 02:44:08,zamriedgn, menyikapi isu hepatitis akut misterius dirgahayu hut61 jokowi ,Positive
2022-06-21 02:43:23,ミ★ 𝘝𝘪𝘤𝘬𝘺 𝘑𝘳 🇮🇩 ★彡,waspada hoax vaksinasi covid untuk anak tak terkait dengan hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 02:42:09,anjani aneira,vaksinasi covid tidak terkait dengan hepatitis akut dirgahayu hut61 jokowi ,Positive
2022-06-21 02:41:34,sate.padang, dirgahayu hut61 jokowi,Neutral
2022-06-21 02:35:21,erik cantona,dirgahayu hut61 jokowi cerdas menanggapi isu hepatitis akut misterius ,Positive
2022-06-21 02:34:14,celengan duit,vaksinasi covid tidak ada hubungannya dengan hepatitis dirgahayu hut61 jokowi ,Neutral
2022-06-21 02:33:09,joko mandumna,dirgahayu hut61 jokowi hepatitis akut tak terkait vaksin covid ,Positive
2022-06-21 02:32:17,hotman sarif, vaksin tidak berdampak hepatitis dirgahayu hut61 jokowi ,Neutral
2022-06-21 02:30:06,askadi pijay,dirgahayu hut61 jokowi vaksin mrna tidak menyebabkan hepatitis pada anak ,Negative
2022-06-21 02:25:22,nkri menjawab, sisi lain masyarakat juga diimbau untuk tetap waspada terhadap hoax terkait vaksin faktanya adalah vaksinasi covid tidak terkait apapun dengan virus hepatitis akut vaksin covid ada indonesia saat ini aman dan halal digunakan dirgahayu hut61 jokowi ,Positive
2022-06-21 02:24:56,dinas kesehatan kabupaten pemalang,pertemuan peningkatan kapasitas tim gerak cepat kabupaten pemalang dalam rangka membantu meningkatkan penanggulanan dan mencegah terjadinya kejadian luar biasa klb khususnya hepatitis kab pemalang yang dibidangi oleh bidang p2p dinkes pemalang ,Neutral
2022-06-21 02:06:47,amoi kurau,vaksin tak berdampak pada hepatitis dirgahayu hut61 jokowi ,Neutral
2022-06-21 02:03:35,umi dado,kelas kelas kelas kelas dirawat sebulan kena hepatitis kelas kelas kelas kelas kelas kelas kelas gegara masuk kelas unggulan cuma beda poin sama rank kelas udah perjuangan bgt beda poin sama rank ,Negative
2022-06-21 02:03:10,indah cn,hepatitis pada anak tidak ada kaitan terhadap vaksin anak dirgahayu hut61 jokowi ,Neutral
2022-06-21 02:01:26,indriani, disinformasi vaksin mrna menyebabkan hepatitis pada anak dirgahayu hut61 jokowi ,Neutral
2022-06-21 02:00:04,indonesia sehat,jangan panik dan harus tetap tenang karena vaksinasi covid untuk anak tidak menyebabkan hepatitis dirgahayu hut61 jokowi ,Positive
2022-06-21 01:54:38,andre fachniadin, divaksinnya setahun lalu meninggal sekarang tapi karena vaksin sekalian aja beh nenek meninggal gara2 pernah divaksin hepatitis tahun 1944 framingnya jelek amat,Negative
2022-06-21 01:48:13,mun, aku patahin krna wlopun dipake lagi mending dia nyuci nya bersih kalo skt hepatitis sih ,Positive
2022-06-21 01:47:34,wanda, apa karena dia sering pake rambut terang yaaaa basically dia bule undertonenya cool cmiiw kak wkwkwkwkwk jht bgt hepatitis sih ,Positive
2022-06-21 00:47:43,ir. benny dwika leonanda,ketika org org medapat srngan jantung org dewasa dan anak2 stroke remaja sekarat tiba2 dan tak terduga dan mati dlm tidur mereka atlet jatuh dan mati ketika berolah raga kelumpuhan wajah anak dgn hepatitis dari hal itu solusi tersedia adl bukan disebabkan vaksin ,Positive
2022-06-21 00:45:28,tasya0545,hepatitis akut tak terkait vaksin covid dirgahayu hut61 jokowi ,Positive
2022-06-21 00:45:06,novixlistyani,tidak kaitan antara hepatitis akut dengan covid karena disebabkan hal berbeda dirgahayu hut61 jokowi ,Positive
2022-06-20 19:29:19,hailofterror,mereka kemudian melanjutkan untuk menunjukkan perluasan laboratorium dan aktivitas biologis ukraina menyebabkan wabah hepatitis seluruh ukraina sejak 2017 wabah tersebut berhubungan langsung dgn laboratorium didanai dtra dalam kaitannya dgn black and veatch ,Negative
2022-06-20 19:29:18,hailofterror, analisis klb tularemia dan hepatitis dalam slide ini rusia membahas kesepakatan antara kementerian pertahanan ukraina black and veatch think biden dan badan pengurangan ancaman defensif dtra ,Negative
2022-06-20 17:12:24,tips kesihatan,penyakit hepatitis punca dan rawatan jom baca sekarang tipskesihatan,Neutral
2022-06-20 15:12:42,kakna_ferrero,alhamdulillah bukan hepatitis kata doktor ,Neutral
2022-06-20 14:57:07,meguayer, aaa gaboleh mam nasi padang krn pemulihan hepatitis ,Neutral
2022-06-20 13:13:35,bslc,apa sih sebenarnya perbedaan dari hepatitis akut dan yang biasa kalian udah tau belum kalau belum yuk kita simak informasi singkat atas ,Positive
2022-06-20 12:19:57,keirani., wah itu tergantung penyebabnya karena hepatitis atau hanahaki disease ,Neutral
2022-06-20 12:05:29,abby, untuk hepatitis,Neutral
2022-06-20 11:54:44,️️ ️️ ️️ ️️️️ ️️️️️️ ️️ ️️ ️️️️ ️️️️️️ ️️ ️️ ️️️️, kak aku mau nnya dong sekitar dada aku ada warna kuning bulet gitu apa itu trmsuk hepatitis juga kak ,Neutral
2022-06-20 11:54:32,idai,ikuti online symposium ikatan dokter anak indonesia dengan tema hepatitis akut yang belum diketahui penyebabnya yang akan diselenggarakan pada hari rabu juni 2022 pukul wib ,Positive
2022-06-20 11:53:50,the aceh post, sampai dengan saat ini kasus hepatitis akut belum terdeteksi aceh maupun lhokseumawe sejauh ini kita terus sosialisasi tentang bahayanya hepatitis akut kepada rumah sakit swasta dinkes lhokseumawe temukan kasus hepatitis yang akut nihil ,Positive
2022-06-20 10:32:42,narcissus 📌au📌, allah jangan sampe menjurus hepatitis yaa ,Neutral
2022-06-20 09:39:29,siouxsie similikitée,kutunggu kuningmu setiap waktuku alias semoga kena hepatitis,Neutral
2022-06-20 09:16:00,allya,masih ngeri banget mau ngajak jalan keluar selain karena covid ada lagi virus hepatitis yang nyerang anak anak ,Positive
2022-06-20 08:06:24,panduan bunda,kekebalan tubuh yang belum sempurna membuat anak anak lebih rentan terserang penyakit termasuk hepatitis akut misterius cemas boleh tapi jangan panik bunda ketahui gejala hepatitis akut pada anak dan cara mencegahnya temanbaikbunda panduanbunda ibudananak ,Positive
2022-06-20 07:54:26,lusiana bulantasik, pohon bambu btw daun bambu hijau itu obat untuk membunuh virus dalam tubuh baik virus corona hiv aids hepatitis pokoknya apapun virusnya tapi kalau ibu hamil jangan beri takutnya berpengaruh janin ,Negative
2022-06-20 07:32:19,gufron putra,dokter hepatitis akut tak terkait vaksin covid ekonomi indonesia melonjak,Positive
2022-06-20 07:32:07,gufron putra,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ekonomi indonesia melonjak,Positive
2022-06-20 07:31:53,gufron putra,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ekonomi indonesia melonjak,Positive
2022-06-20 07:31:00,gufron putra,adenovirus vaksin astrazeneca picu hepatitis akut penelitian buka suara ekonomi indonesia melonjak ,Positive
2022-06-20 07:30:34,gufron putra, disinformasi vaksin mrna menyebabkan hepatitis pada anak ekonomi indonesia melonjak ,Positive
2022-06-20 06:27:48,lauren rodriguez,beredar narasi bahwa vaksin mrna menyebabkan hepatitis pada anak narasi tersebut dibagikan oleh akun twitter pada mei 2022 ekonomi indonesia melonjak,Neutral
2022-06-20 06:27:18,lauren rodriguez,tenaga medis dan masyarakat seharusnya sudah tidak asing dengan hepatitis atau yang biasa kita kenal dengan sebutan penyakit kuning penyakit ini menyebabkan penyakit hati akut dalam jangka pendek dan kronis dalam jangka panjang ekonomi indonesia melonjak,Negative
2022-06-20 06:26:57,lauren rodriguez,berdasarkan data kementerian kesehatan kemenkes hingga mei 2022 menunjukkan ada kasus dugaan hepatitis akut yang belum diketahui penyebabnya indonesia ekonomi indonesia melonjak,Positive
2022-06-20 06:26:28,crystal,dokter hepatitis akut tak terkait vaksin covid ekonomi indonesia melonjak ,Positive
2022-06-20 06:26:27,jhon jhon lladones,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ekonomi indonesia melonjak ,Positive
2022-06-20 05:26:03,bayonet 86, jangan percaya hoaks bahaa vaksin sebabkan hepatitis akut ekonomi indonesia melonjak,Positive
2022-06-20 05:25:47,narasi indonesia, varian baru covid kembali terdeteksi ayo bantu pemerintah dorong percepatan vaksinasi jangan percaya hoaks bahaa vaksin sebabkan hepatitis akut ekonomi indonesia melonjak,Positive
2022-06-20 05:21:17,siti, dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ekonomi indonesia melonjak,Positive
2022-06-20 05:08:30,ukhtiain34, cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ekonomi indonesia melonjak,Positive
2022-06-20 05:06:38,guruputripardede, vaksin tidak sebabkan hepatitis,Neutral
2022-06-20 04:38:29,joappa,waspada hoax vaksinasi covid tak terkait dengan hepatitis akut ekonomi indonesia melonjak ,Positive
2022-06-20 04:12:10,cup coffee,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ekonomi indonesia melonjak ,Positive
2022-06-20 04:07:04,siti rohmah, cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ekonomi indonesia melonjak ,Positive
2022-06-20 04:04:27,wanto_is_one 🥇🥇,ekonomi indonesia melonjak cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ,Negative
2022-06-20 04:03:57,cindy wertadi,hoax vaksin covid tidak menyebabkan kasus hepatitis akut ekonomi indonesia melonjak ,Positive
2022-06-20 03:56:08,abdul danu, menyebakan hepatitis pada anak ekonomi indonesia melonjak,Positive
2022-06-20 03:53:46,rosmayanti,ekonomi indonesia melonjak vaksin untuk anak aman dan bermanfaat untuk kesehatan ,Positive
2022-06-20 03:53:13,rosmayanti, waspada hoaks vaksin anak berbahaya ekonomi indonesia melonjak ,Positive
2022-06-20 03:46:34,indonesia update 🇮🇩🇮🇩💯,tidak benar hepatitis akut karena vaksin ,Positive
2022-06-20 03:43:43,hasan basri,disinformasi vaksin mrna menyebabkan hepatitis pada anak ekonomi indonesia melonjak ,Positive
2022-06-20 03:42:50,🐈‍⬛,hepatitis jahat mbul ,Negative
2022-06-20 03:39:00,aldho priskap,dokter hepatitis akut tak terkait vaksin covid ekonomi indonesia melonjak riaudamai ,Positive
2022-06-20 03:38:49,aldho priskap,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ekonomi indonesia melonjak riaudamai ,Positive
2022-06-20 03:38:38,aldho priskap,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ekonomi indonesia melonjak riaudamai ,Positive
2022-06-20 03:28:10,tata pratiwi,vaksin covid tidak menyebabkan hepatitis akut ekonomi indonesia melonjak ,Positive
2022-06-20 03:27:50,juniar selalu, hati hati dengan hoax vaksinasi covid tidak ada kaitanya dengan penyakit hepatitis akut pada anak ekonomi indonesia melonjak,Positive
2022-06-20 03:24:35,lord zuko,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya ,Positive
2022-06-20 03:24:26,lord zuko,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah ,Neutral
2022-06-20 03:11:45,anissa billa,hoax vaksin mrna menyebabkan hepatitis pada anak ekonomi indonesia melonjak ,Positive
2022-06-20 03:11:18,virnia, vaksin covid sebabkan hepatitis ekonomi indonesia melonjak,Positive
2022-06-20 03:06:18,nyoman sugita, vaksin sebabkan hepatitis pada anak itu disinformasi ekonomi indonesia melonjak,Positive
2022-06-20 02:58:14,doli siagian,waspada provokasi kelompok kepentingan yang mengaitkan hepatitis akut dengan vaksinasi covid pada anak ekonomi indonesia melonjak ,Positive
2022-06-20 02:57:07,danis,vaksin covid sebabkan hepatitis ekonomi indonesia melonjak ,Positive
2022-06-20 02:52:17,ghinarahayu, tdk ada hubungannya dengan vaksinasi penyakit hepatitis ekonomi indonesia melonjak,Positive
2022-06-20 02:49:00,renonegoro, gini caranya menyikapi isu hepatitis akut misterius ekonomi indonesia melonjak,Positive
2022-06-20 02:48:48,renonegoro, dokter ahli hepatitis akut tak terkait vaksin covid ekonomi indonesia melonjak,Positive
2022-06-20 02:48:32,renonegoro, benarkah vaksin mrna menyebabkan hepatitis pada anak simak faktanya ekonomi indonesia melonjak,Positive
2022-06-20 02:39:53,grace pattirajawane,setelah ditelusuri klaim vaksin mrna menyebabkan hepatitis pada anak adalah tidak benar ekonomi indonesia melonjak ,Neutral
2022-06-20 02:39:35,ranomokodompit, ekonomi indonesia melonjak hepatitis akut tak terkait vaksin,Positive
2022-06-20 02:37:51,nayr 🇮🇩,menyikapi isu hepatitis akut misterius ekonomi indonesia melonjak ,Positive
2022-06-20 02:35:48,ranomokodompit,hepatitis akut tak terkait vaksin ekonomi indonesia melonjak ,Positive
2022-06-20 02:32:29,i love nkri,vaksin mrna menyebabkan hepatitis adalah hoax ekonomi indonesia melonjak ,Positive
2022-06-20 02:25:18,rasaha,disinfomasi vaksin mrna menyebabkan hepatitis pada anak ekonomi indonesia melonjak ,Positive
2022-06-20 02:17:16,sutansegeh,vaksin covid telah teruji amp terjamin aman serta sertifikasi mui tidak ada kaitan hepatitis akut ekonomi indonesia melonjak ,Positive
2022-06-20 02:13:35,finaalfins,waspada hoax terkait hepatitis akut ekonomi indonesia melonjak ,Positive
2022-06-20 02:11:34,margareth saalam,tidak ada kaitan sama sekali antara vaksinasi covid dengan penyakit hepatitis akut ekonomi indonesia melonjak ,Positive
2022-06-20 02:03:45,ika marnia,vaksinasi covid tidak menyebabkan kasus hepatitis akut yang saat ini berkembang ekonomi indonesia melonjak ,Positive
2022-06-20 02:02:14,indah cn,tidak kaitannya penyakit hepatitis dengan vaksin anak semuanya aman jangan terpancing hoax ekonomi indonesia melonjak ,Positive
2022-06-20 01:31:42,tasya0545,hepatitis akut tak terkait vaksin covid ekonomi indonesia melonjak ,Positive
2022-06-19 19:59:37,ummu fulanah,baca covid hepatitis misterius dan monkeypox kapitalisme akar penyebab krisis determinan sosial kesehatan dan kebutuhan pada peradaban islam yang agung bagian fokus ,Positive
2022-06-19 17:48:17,danies, pastikan kalau pasang tato tempat steril ada kena penyakit hepatitis karena psg tattoo tempat tidak kredible pastika olahrga agar otot kenceng sumpah tattoo otot kendor itu jelek banget,Negative
2022-06-19 15:35:48,muchlis, penyakit batang otak sarwendah dianggap misterius bbrp waktu lalu ada hepatitis misterius pokoknya pasca vaks masal ini tiba2 muncul penyakit2 misterius mestinya bnykny hal misterius gini para2 dktr terpacu unt menelitinya,Neutral
2022-06-19 14:55:39,nobody, kamu tau dia hepatitis dari diagnosa dokternya nder ,Neutral
2022-06-19 14:51:17,edi wah, nyinyir gelisah hepatitis akut cuman asyik2 aja cuek aja trus gue mesti bilang wuooo gitu pdhal 2024 2034 kunci nyinyir msih kalian pegang siap2 ndowerrr ,Positive
2022-06-19 14:51:09,🌽,lucu banget allah neng kuning2 kek hepatitis makasih banyak muhammad sana ,Positive
2022-06-19 14:30:02,dams, liat gambaran kuning hepatitis bgt,Neutral
2022-06-19 13:55:59,dams,kuning bgt kena hepatitis atau nih ,Neutral
2022-06-19 13:05:15,imamali zangejo110,chair man pakistan tahreke insaf janab imran khan sahab pti pori qiyadat apeel kih mere walid hepatitis jese mozi marz mobtala mere walid pti adana rukan hazrat apel hai kih mere walid madat kiya jaye 03009372493 ,Negative
2022-06-19 12:41:32,imamali zangejo110,chair man tahreke insaf pakistan janab imran khan sahab pti porii qiyadat say apeel hai kih mera walid hepatitis jesii mozii maraz mubtala hai mere walid pti adna karkun hazrat say apeel hai kih mere walid madat please03009372493 ,Negative
2022-06-19 11:42:42,hima ikm km fkm unand, mari bersama kita ketahui dan cegah hepatitis misterius ini dengan bijak ,Positive
2022-06-19 11:42:29,hima ikm km fkm unand,bagaimana upaya pemerintah melakukan upaya mitigasi untuk mencegah meluasnya kasus mengumpulkan informasi global seputar hepatitis akut secara cepat meningkatkan kewaspadaan publik memperkuat deteksi dengan melakukan penyelidikan epidemiologi,Positive
2022-06-19 11:42:29,hima ikm km fkm unand,cara mencegah hepatitis akut mencuci tangan pakai sabun memasak makanan dan minuman hingga matang menggunakan alat makan yang bersih menghindari kontak dengan orang sakit memakai masker menjaga jarak dan menghindari kerumunan,Positive
2022-06-19 11:42:28,hima ikm km fkm unand,gejala hepatitis akut kelelahan mual nafsu makan menurun nyeri hati urine yang keruh gangguan pernapasan feses yang berwarna pucat mata dan kulit menguning nyeri otot dan sendi penurunan berat badan tanpa sebab,Negative
2022-06-19 11:42:28,hima ikm km fkm unand,hepatitis akut adalah penyakit liver yang mengalami radang atau inflamasi hanya saja penyakit ini terjadi secara tiba tiba dan berlangsung dalam jangka waktu yang singkat dugaan penyebab respons imun akibat sars cov dan adenovirus,Positive
2022-06-19 11:42:26,hima ikm km fkm unand, hepatitis akut penyakit misterius potensi bertambah kasus apa itu penyakit hepatitis akut apa saja gejala yang ditimbulkan penyakit ini bagaimana cara menanggulanginya nahh daripada bingung mari baca informasi lebih lanjut tentang hepatitis akut misterius disini ,Positive
2022-06-19 10:50:59,kerjaintugasku💗,done kemaren dan today makul ecommerce infrastructure untuk startup olahraga konten informasi hepatitis misterius summary buku chapter organizational behavior and culture summary buku chapter negotiation makul hrm model benefit untuk karyawan,Neutral
2022-06-19 09:23:01,gizi upnvjakarta,apakah wabah hepatitis misterius yang masih belum ditemukan penyebabnya ini akan menjadi pandemi seperti covid penasaran dengan kelanjutannya simak postingan berikut ini dan jangan lupa cek selengkapnya yaaa cek selengkapnya melalui ,Neutral
2022-06-19 09:22:59,gizi upnvjakarta, indonesia sendiri hingga juni 2022 terdapat dugaan kasus pasien anak hepatitis akut misterius ,Positive
2022-06-19 09:22:54,gizi upnvjakarta, opini kastrad wabah hepatitis akut misterius indonesia belum selesai perjuangan kita menghadapi pandemi covid kini kita telah dihadapkan dengan penemuan virus baru yaitu virus hepatitis akut misterius ,Positive
2022-06-19 09:16:05,kompasiana,kiat cegah hepatitis misterius ,Neutral
2022-06-19 09:02:56,pharmacious 2022, ciouspedia haloo ciousers ciouspedia datang lagi nih akhir akhir ini hepatitis akut sedang ramai diperbincangkan hepatitis adalah kondisi peradangan pada hati dan liver kira kira apa aja sih gejala penyebab dan cara pencegahannya ,Positive
2022-06-19 07:47:45,jangan lupa tidur yang cukup, kejiwaan psikotes urin darah tes tremor pasti ini sih kalo tremor bisa masuk buta warna pasti narkoba kalo dikampusku ada hepatitis sama rontsen paru terus pemeriksaan umum nanti pas udah mau masuk koas dites ulang lagi,Negative
2022-06-19 07:32:24,arief kurnia96,kemenkes menjelaskan bahwa hepatitis akut tidak disebabkan dan tidak ada hubungan dengan vaksin covid ,Positive
2022-06-19 07:32:10,arief kurnia96,jangan mudah terprovokasi karena hepatitis akut tidak disebabkan oleh vaksin covid ,Positive
2022-06-19 07:32:01,arief kurnia96,hepatitis akut tidak disebabkan oleh vaksinasi dan mayoritas anak yang terdampak bahkan belum atau tidak mendapatkan vaksin covid ,Positive
2022-06-19 07:22:40,ali oncom,awas hoax adenovirus vaksin astrazaneca bukan pemicu hepatitis peneliti astrazaneca asal indonesia hepatitis akut merupakan penyakit organ hati yang banyak disebabkan oleh gaya hidup yang tidak sehat tangkalhoaxvaksincovid ,Positive
2022-06-19 06:51:57,ahmad huderi,obat yang tepat untuk penderita hepatitis lewat ,Neutral
2022-06-19 06:42:35,hani 🐝, terima kasih atas carian tersebut cuma nak tau virus hepatitis berpunca dari ,Neutral
2022-06-19 06:00:26,kitong sehat, dokter hepatitis akut tak terkait vaksin covid pancasila satukan nusantaraa,Positive
2022-06-19 05:55:42,besok pagi,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah pancasila satukan nusantara,Negative
2022-06-19 05:55:41,besok pagi,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya pancasila satukan nusantara,Positive
2022-06-19 05:55:41,besok pagi,dokter hepatitis akut tak terkait vaksin covid pancasila satukan nusantaraa ,Positive
2022-06-19 05:44:42,julia novita,waspadai informasi hoax vaksin mrna tidak menyebabkan hepatitis pada anak pancasila satukan nusantara ,Negative
2022-06-19 05:38:04,indah dyah,menyikapi isu hepatitis akut misterius pancasila satukan nusantara ,Positive
2022-06-19 05:29:37,bayu, nek kutunggu kuningmu berarti filosofie ngenteni kenek hepatitis,Neutral
2022-06-19 05:11:15,ihsan nana, tidak benar yaa menciptkan hepatitis pancasila satukan nusantara,Neutral
2022-06-19 04:51:12,danis, vaksinasi covid tak terkait dengan hepatitis akut pancasila satukan nusantara,Positive
2022-06-19 04:44:30,info timuran, cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah pancasila satukan nusantara,Negative
2022-06-19 04:42:08,wanto_is_one 🥇🥇,pancasila satukan nusantara menyikapi isu hepatitis akut misterius ,Positive
2022-06-19 04:40:10,virnia,vaksinasi covid tak terkait dengan hepatitis akut pancasila satukan nusantara ,Positive
2022-06-19 04:39:30,💯the_arif_❎,menyikapi isu hepatitis akut misterius pancasila satukan nusantara,Positive
2022-06-19 04:28:37,lalalanina55,hoax vaksin mrna menyebabkan hepatitis ada anak pancasila satukan nusantara ,Negative
2022-06-19 04:27:33,renonegoro, ini dia cara menyikapi isu hepatitis akut misterius pancasila satukan nusantara,Positive
2022-06-19 04:10:44,nita paramitha,dokter hepatitis akut tak terkait vaksin covid pancasila satukan nusantara ,Positive
2022-06-19 04:06:29,🇲🇨tambrus ❤🇲🇨💯,waspada hoax hepatitis akut pada anak faktanya bukan disebabkan karena vaksin covid pancasila satukan nusantara ,Positive
2022-06-19 04:06:20,🇲🇨tambrus ❤🇲🇨💯, waspada hoax hepatitis akut pada anak faktanya bukan disebabkan karena vaksin covid pancasila satukan nusantara,Positive
2022-06-19 04:04:13,jorghy deztra, penyebab hepatitis tidak mungkin dari vaksin pancasila satukan nusantara,Neutral
2022-06-19 04:04:11,lale handayani,pancasila satukan nusantara vaksin covid pada anak aman ,Positive
2022-06-19 04:03:48,lale handayani, pancasila satukan nusantara vaksin anak aman dan bermanfaat untuk kesehatan ,Positive
2022-06-19 04:03:36,riani anjani, dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat pancasila satukan nusantara,Positive
2022-06-19 03:57:39,stella marissa, hepatitis akut tak terkait vaksin covid pancasila satukan nusantara ,Positive
2022-06-19 03:57:19,patrisil s, dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat pancasila satukan nusantara ,Positive
2022-06-19 03:50:24,rodi hartono,waspada hoax vaksin moderna sebabkan hepatitis pada anak pancasila satukan nusantara ,Negative
2022-06-19 03:46:04,ridho ilahi, dokter hepatitis akut tak terkait vaksin covid pancasila satukan nusantara,Positive
2022-06-19 03:43:48,danilla hasan,cek fakta vaksin mrna menyebabkan hepatitis pada anak benarkah pancasila satukan nusantara ,Negative
2022-06-19 03:43:47,danilla hasan,dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya pancasila satukan nusantara ,Positive
2022-06-19 03:41:04,narabiaga, hepatitis akut bisa dicegah dengan prokes jga pancasila satukan nusantara,Positive
2022-06-19 03:37:38,nyoman sugita, vaksin covid berhubungan dengan hepatitis akut itu semua hoax yagesya pancasila satukan nusantara,Positive
2022-06-19 03:35:42,sate.padang, pancasila satukan nusantara,Neutral
2022-06-19 03:34:46,selasar ternate, tangkal hepatitis dengan makan makanan sehat dan matang pancasila satukan nusantara,Positive
2022-06-19 03:31:51,jack.delight, dokter sudah jelas bilang bahwa penyebab hepatitis tidak mungkin dari vaksin pancasila satukan nusantara,Neutral
2022-06-19 03:24:29,terpesonna,waspada hoaks vaksinasi covid tak terkait dengan hepatitis akut pancasila satukan nusantara ,Positive
2022-06-19 03:15:37,indonesian positife, dokter ungkap perburukan gejala hepatitis akut berat bisa terjadi lebih cepat ini penyebabnya pancasila satukan nusantara,Positive
2022-06-19 03:13:42,annas, emang liang vagina lengkap dgn virus cacar virus hepatitis virus polio dlll awam tapi sok cocotlogi bgini ,Negative
2022-06-19 03:04:50,heewon, hepatitis ini tak ada kaitannya ikn cermin kemajuan,Positive
2022-06-19 03:02:06,depok pos,usaha penanggulangan hepatitis pada ibu hamil indonesia ,Positive
